lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
"CR",1987,1987-05-05 00:00:00,1,0,"Chrysophyta","Mallomonas",28.0,1.0,13.0,13.0,12181,0.012,5.17,"Mallomonas"
"CR",1987,1987-05-05 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",14.0,1.0,13.0,13.0,4758,0.005,2.02,"Cryptomonas"
"CR",1987,1987-05-05 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,51.9,51.9,1740,0.002,0.74,"Rhodomonas"
"CR",1987,1987-05-05 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,1557.9,1557.9,2753,0.003,1.17,"Synechocystis"
"CR",1987,1987-05-05 00:00:00,1,0,"Rhodophyta","Bitrichia phaseolus",40.0,1.0,38.9,38.9,4079,0.004,1.73,"Bitrichia"
"CR",1986,1986-05-05 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",40.0,1.0,16.2,16.2,5842,0.006,4.98,"Asterionella"
"CR",1986,1986-05-05 00:00:00,1,0,"Chlorophyta","Ankistrodesmus falcatus",22.0,1.0,989.9,989.9,22460,0.023,19.16,"Ankistrodesmus"
"CR",1986,1986-05-05 00:00:00,1,0,"Chlorophyta","Arthrodesmus incus",52.0,1.0,9.4,9.4,7879,0.008,6.72,"Arthrodesmus"
"CR",1986,1986-05-05 00:00:00,1,0,"Chlorophyta","Staurastrum paradoxum",48.0,1.0,3.1,3.1,19792,0.020,16.89,"Staurastrum"
"CR",1986,1986-05-05 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.0,1.0,6750.9,6750.9,7069,0.007,6.03,"Synechococcus"
"CR",1986,1986-05-05 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,48.7,48.7,688,0.001,0.59,"Chromulina"
"CR",1986,1986-05-05 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,162.3,162.3,12745,0.013,10.87,"Dinobryon"
"CR",1986,1986-05-05 00:00:00,1,0,"Chrysophyta","Dinobryon cyst",12.0,1.0,16.2,16.2,14197,0.014,12.11,"Dinobryon"
"CR",1986,1986-05-05 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,48.7,48.7,1472,0.002,1.26,"Erkenia"
"CR",1986,1986-05-05 00:00:00,1,0,"Chrysophyta","Mallomonas akrokomas",12.0,1.0,16.2,16.2,816,0.001,0.70,"Mallomonas"
"CR",1986,1986-05-05 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,48.7,48.7,1631,0.002,1.39,"Rhodomonas"
"CR",1986,1986-05-05 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",19.0,22.0,340.8,7497.3,7851,0.008,6.70,"Aphanothece"
"CR",1986,1986-05-05 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,973.7,973.7,1721,0.002,1.47,"Synechocystis"
"CR",1986,1986-05-05 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",16.0,1.0,16.2,16.2,9789,0.010,8.35,"Gymnodinium"
"CR",1986,1986-05-05 00:00:00,1,0,"Rhodophyta","Bitrichia phaseolus",40.0,1.0,48.7,48.7,3263,0.003,2.78,"Bitrichia"
"CR",1985,1985-06-24 00:00:00,1,0,"Bacillariophyta","Synedra cyclopum",52.0,1.0,3.1,3.1,5869,0.006,1.02,"Synedra"
"CR",1985,1985-06-24 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",38.7,1.0,38.9,38.9,70209,0.070,12.16,"Tabellaria"
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",3.3,1.0,51.9,51.9,1069,0.001,0.19,
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Arthrodesmus incus",50.0,1.0,32.5,32.5,10196,0.010,1.77,"Arthrodesmus"
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Arthrodesmus octocornis",28.0,1.0,26.0,26.0,5873,0.006,1.02,"Arthrodesmus"
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,6.5,6.5,76,0.000,0.01,"Monomastix"
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Oocystis parva",24.0,4.0,13.0,51.9,2610,0.003,0.45,"Oocystis"
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Schroederia judayi",30.0,1.0,6.5,6.5,184,0.000,0.03,"Schroederia"
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",18.0,6.0,13.0,77.9,1604,0.002,0.28,"Sphaerocystis"
"CR",1985,1985-06-24 00:00:00,1,0,"Chlorophyta","Teilingia granulata",20.0,2.0,6.5,13.0,6647,0.007,1.15,"Teilingia"
"CR",1985,1985-06-24 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,701.1,701.1,9911,0.010,1.72,"Chromulina"
"CR",1985,1985-06-24 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,389.5,389.5,30589,0.031,5.30,"Dinobryon"
"CR",1985,1985-06-24 00:00:00,1,0,"Chrysophyta","Dinobryon cylindricum",48.0,1.0,6.5,6.5,680,0.001,0.12,"Dinobryon"
"CR",1985,1985-06-24 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",36.0,1.0,32.5,32.5,2549,0.003,0.44,"Dinobryon"
"CR",1985,1985-06-24 00:00:00,1,0,"Chrysophyta","Kephyrion planctonicum",8.0,1.0,6.5,6.5,122,0.000,0.02,"Kephyrion"
"CR",1985,1985-06-24 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",8.8,1.5,285.6,428.4,45277,0.045,7.84,"Stichogloea"
"CR",1985,1985-06-24 00:00:00,1,0,"Cryptophyta","Chroomonas",10.0,1.0,6.5,6.5,218,0.000,0.04,"Chroomonas"
"CR",1985,1985-06-24 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",17.2,1.0,194.7,194.7,140547,0.141,24.33,"Cryptomonas"
"CR",1985,1985-06-24 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",6.0,1.0,58.4,58.4,1958,0.002,0.34,"Rhodomonas"
"CR",1985,1985-06-24 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,129.8,129.8,229,0.000,0.04,"Synechocystis"
"CR",1985,1985-06-24 00:00:00,1,0,"Pyrrhophyta","Glenodinium quadridens",50.0,1.0,6.5,6.5,76473,0.077,13.24,"Glenodinium"
"CR",1985,1985-06-24 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 1",24.0,1.0,6.5,6.5,10441,0.010,1.81,"Gymnodinium"
"CR",1985,1985-06-24 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",10.0,1.0,6.5,6.5,1088,0.001,0.19,"Gymnodinium"
"CR",1985,1985-06-24 00:00:00,1,0,"Pyrrhophyta","Peridinium cinctum",56.0,1.0,3.1,3.1,105894,0.106,18.33,"Peridinium"
"CR",1985,1985-06-24 00:00:00,1,0,"Pyrrhophyta","Peridinium wisconsinense",50.0,1.0,3.1,3.1,47274,0.047,8.18,"Peridinium"
"CR",1985,1985-05-15 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",40.0,1.0,11.4,11.4,4089,0.004,0.55,"Asterionella"
"CR",1985,1985-05-15 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",36.8,1.2,79.5,95.4,158271,0.158,21.11,"Tabellaria"
"CR",1985,1985-05-15 00:00:00,1,0,"Chlorophyta","Arthrodesmus incus",40.0,1.0,68.2,68.2,36544,0.037,4.87,"Arthrodesmus"
"CR",1985,1985-05-15 00:00:00,1,0,"Chlorophyta","Arthrodesmus octocornis",24.0,1.0,22.7,22.7,5139,0.005,0.69,"Arthrodesmus"
"CR",1985,1985-05-15 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",16.0,7.0,22.7,159.0,4009,0.004,0.53,"Sphaerocystis"
"CR",1985,1985-05-15 00:00:00,1,0,"Chlorophyta","Staurastrum paradoxum",24.0,1.0,2.2,2.2,7366,0.007,0.98,"Staurastrum"
"CR",1985,1985-05-15 00:00:00,1,0,"Chlorophyta","Teilingia granulata",20.0,2.0,11.4,22.7,2726,0.003,0.36,"Teilingia"
"CR",1985,1985-05-15 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,590.7,590.7,8351,0.008,1.11,"Chromulina"
"CR",1985,1985-05-15 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,2521.8,2521.8,198064,0.198,26.42,"Dinobryon"
"CR",1985,1985-05-15 00:00:00,1,0,"Chrysophyta","Dinobryon cyst",12.0,1.0,11.4,11.4,9938,0.010,1.33,"Dinobryon"
"CR",1985,1985-05-15 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",37.3,1.0,624.8,624.8,49070,0.049,6.54,"Dinobryon"
"CR",1985,1985-05-15 00:00:00,1,0,"Chrysophyta","Kephyrion planctonicum",8.0,1.0,11.4,11.4,214,0.000,0.03,"Kephyrion"
"CR",1985,1985-05-15 00:00:00,1,0,"Chrysophyta","Mallomonas",24.0,1.0,11.4,11.4,20556,0.021,2.74,"Mallomonas"
"CR",1985,1985-05-15 00:00:00,1,0,"Cryptophyta","Chroomonas",8.0,1.0,45.4,45.4,749,0.001,0.10,"Chroomonas"
"CR",1985,1985-05-15 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",22.0,1.0,193.1,193.1,188760,0.189,25.17,"Cryptomonas"
"CR",1985,1985-05-15 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,56.8,56.8,1903,0.002,0.25,"Rhodomonas"
"CR",1985,1985-05-15 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,408.9,408.9,723,0.001,0.10,"Synechocystis"
"CR",1985,1985-05-15 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",24.0,1.0,4.4,4.4,7060,0.007,0.94,"Gymnodinium"
"CR",1985,1985-05-15 00:00:00,1,0,"Pyrrhophyta","Peridinium cinctum",48.0,1.0,2.2,2.2,44122,0.044,5.88,"Peridinium"
"CR",1985,1985-05-15 00:00:00,1,0,"Rhodophyta","Bitrichia phaseolus",40.0,1.0,11.4,11.4,2141,0.002,0.29,"Bitrichia"
"CR",1986,1986-08-14 00:00:00,1,0,"Bacillariophyta","Cyclotella sp. 1",4.0,1.0,16.2,16.2,816,0.001,0.48,"Cyclotella"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",4.7,1.0,64.9,64.9,3897,0.004,2.31,
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Ankistrodesmus falcatus",12.0,1.0,32.5,32.5,367,0.000,0.22,"Ankistrodesmus"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Arthrodesmus octocornis",40.0,1.0,3.1,3.1,1970,0.002,1.17,"Arthrodesmus"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Chlamydomonas",5.0,1.0,48.7,48.7,3031,0.003,1.80,"Chlamydomonas"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Cosmarium",6.0,1.0,129.8,129.8,3671,0.004,2.18,"Cosmarium"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,16.2,16.2,191,0.000,0.11,"Monomastix"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Monoraphidium capricornutum",4.0,1.0,48.7,48.7,380,0.000,0.23,"Monoraphidium"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Oocystis parva",6.0,1.0,32.5,32.5,1275,0.001,0.76,"Oocystis"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Oocystis pusilla",4.0,1.0,16.2,16.2,136,0.000,0.08,"Oocystis"
"CR",1986,1986-08-14 00:00:00,1,0,"Chlorophyta","Schroederia judayi",12.0,1.0,48.7,48.7,551,0.001,0.33,"Schroederia"
"CR",1986,1986-08-14 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,1557.9,1557.9,22024,0.022,13.07,"Chromulina"
"CR",1986,1986-08-14 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,324.6,324.6,25491,0.026,15.13,"Dinobryon"
"CR",1986,1986-08-14 00:00:00,1,0,"Chrysophyta","Ochromonas",8.0,1.0,16.2,16.2,2447,0.002,1.45,"Ochromonas"
"CR",1986,1986-08-14 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",8.0,1.3,48.7,64.9,6860,0.007,4.07,"Stichogloea"
"CR",1986,1986-08-14 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",17.3,1.0,162.3,162.3,73678,0.074,43.74,"Cryptomonas"
"CR",1986,1986-08-14 00:00:00,1,0,"Cryptophyta","Cryptomonas lucens",9.0,1.0,16.2,16.2,1377,0.001,0.82,"Cryptomonas"
"CR",1986,1986-08-14 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",7.8,1.0,194.7,194.7,4754,0.005,2.82,"Rhodomonas"
"CR",1986,1986-08-14 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",19.0,12.7,535.5,6783.3,7103,0.007,4.22,"Aphanothece"
"CR",1986,1986-08-14 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.0,1.0,714.0,714.0,748,0.001,0.44,"Synechococcus"
"CR",1986,1986-08-14 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,1947.4,1947.4,3441,0.003,2.04,"Synechocystis"
"CR",1986,1986-08-14 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,32.5,32.5,4242,0.004,2.52,"Gymnodinium"
"CR",1993,1993-08-24 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",50.0,1.0,13.0,13.0,5842,0.006,1.96,"Asterionella"
"CR",1993,1993-08-24 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",44.0,1.0,6.5,6.5,10282,0.010,3.44,"Tabellaria"
"CR",1993,1993-08-24 00:00:00,1,0,"Chlorophyta","Arthrodesmus incus",40.0,1.0,6.5,6.5,1468,0.002,0.49,"Arthrodesmus"
"CR",1993,1993-08-24 00:00:00,1,0,"Chlorophyta","Arthrodesmus subulatus",50.0,1.0,13.0,13.0,6961,0.007,2.33,"Arthrodesmus"
"CR",1993,1993-08-24 00:00:00,1,0,"Chlorophyta","Chlamydomonas",8.0,1.0,6.5,6.5,435,0.000,0.15,"Chlamydomonas"
"CR",1993,1993-08-24 00:00:00,1,0,"Chlorophyta","Oocystis parva",15.0,3.0,13.0,38.9,1101,0.001,0.37,"Oocystis"
"CR",1993,1993-08-24 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",20.0,16.0,6.5,103.9,435,0.000,0.15,"Sphaerocystis"
"CR",1993,1993-08-24 00:00:00,1,0,"Chlorophyta","Staurastrum paradoxum",32.0,1.0,3.1,3.1,3624,0.004,1.21,"Staurastrum"
"CR",1993,1993-08-24 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,701.1,701.1,9911,0.010,3.32,"Chromulina"
"CR",1993,1993-08-24 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,934.7,934.7,73414,0.073,24.57,"Dinobryon"
"CR",1993,1993-08-24 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",40.0,1.0,6.5,6.5,510,0.001,0.17,"Dinobryon"
"CR",1993,1993-08-24 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",11.5,2.1,51.9,110.4,11662,0.012,3.90,"Stichogloea"
"CR",1993,1993-08-24 00:00:00,1,0,"Chrysophyta","Synura",8.0,1.0,6.5,6.5,1612,0.002,0.54,"Synura"
"CR",1993,1993-08-24 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",12.0,1.0,38.9,38.9,7831,0.008,2.62,"Cryptomonas"
"CR",1993,1993-08-24 00:00:00,1,0,"Cryptophyta","Cryptomonas rostratiformis",38.0,1.0,13.0,13.0,39181,0.039,13.11,"Cryptomonas"
"CR",1993,1993-08-24 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,19.5,19.5,653,0.001,0.22,"Rhodomonas"
"CR",1993,1993-08-24 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,1480.0,1480.0,2615,0.003,0.88,"Synechocystis"
"CR",1993,1993-08-24 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",20.0,1.0,3.1,3.1,4202,0.004,1.41,"Gymnodinium"
"CR",1993,1993-08-24 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,19.5,19.5,1468,0.002,0.49,"Gymnodinium"
"CR",1993,1993-08-24 00:00:00,1,0,"Pyrrhophyta","Peridinium cinctum",48.0,1.0,3.1,3.1,63032,0.063,21.10,"Peridinium"
"CR",1993,1993-08-24 00:00:00,1,0,"Pyrrhophyta","Peridinium wisconsinense",48.0,1.0,3.1,3.1,52527,0.053,17.58,"Peridinium"
"CR",1990,1990-05-03 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",64.0,1.0,2.2,2.2,2218,0.002,0.26,"Asterionella"
"CR",1990,1990-05-03 00:00:00,1,0,"Bacillariophyta","Cyclotella ocellata",8.0,1.0,11.4,11.4,2284,0.002,0.27,"Cyclotella"
"CR",1990,1990-05-03 00:00:00,1,0,"Bacillariophyta","Nitzschia palea",12.0,1.0,11.4,11.4,482,0.001,0.06,"Nitzschia"
"CR",1990,1990-05-03 00:00:00,1,0,"Chlorophyta","Ankistrodesmus falcatus",12.0,1.0,11.4,11.4,224,0.000,0.03,"Ankistrodesmus"
"CR",1990,1990-05-03 00:00:00,1,0,"Chlorophyta","Arthrodesmus subulatus",50.0,1.0,34.1,34.1,28550,0.029,3.31,"Arthrodesmus"
"CR",1990,1990-05-03 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.0,1.0,22.7,22.7,2093,0.002,0.24,"Chlamydomonas"
"CR",1990,1990-05-03 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",4.0,1.0,11.4,11.4,107,0.000,0.01,"Monomastix"
"CR",1990,1990-05-03 00:00:00,1,0,"Chlorophyta","Monomastix minuta",5.0,1.0,22.7,22.7,476,0.001,0.06,"Monomastix"
"CR",1990,1990-05-03 00:00:00,1,0,"Chlorophyta","Staurastrum paradoxum",44.0,1.0,34.1,34.1,472203,0.472,54.81,"Staurastrum"
"CR",1990,1990-05-03 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,3407.9,3407.9,48178,0.048,5.59,"Chromulina"
"CR",1990,1990-05-03 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,79.5,79.5,6245,0.006,0.72,"Dinobryon"
"CR",1990,1990-05-03 00:00:00,1,0,"Chrysophyta","Mallomonas akrokomas",16.0,1.0,11.4,11.4,1713,0.002,0.20,"Mallomonas"
"CR",1990,1990-05-03 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",16.0,1.0,170.4,170.4,83627,0.084,9.71,"Cryptomonas"
"CR",1990,1990-05-03 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,329.4,329.4,11039,0.011,1.28,"Rhodomonas"
"CR",1990,1990-05-03 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,284.0,284.0,502,0.001,0.06,"Synechocystis"
"CR",1990,1990-05-03 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 1",20.0,1.0,22.7,22.7,30453,0.031,3.54,"Gymnodinium"
"CR",1990,1990-05-03 00:00:00,1,0,"Pyrrhophyta","Peridinium cinctum",44.0,1.0,11.4,11.4,169586,0.170,19.69,"Peridinium"
"CR",1990,1990-05-03 00:00:00,1,0,"Rhodophyta","Bitrichia phaseolus",50.0,1.0,11.4,11.4,1487,0.002,0.17,"Bitrichia"
"CR",1989,1989-08-24 00:00:00,1,0,"Bacillariophyta","Pinnularia",56.0,1.0,4.5,4.5,36642,0.037,9.60,"Pinnularia"
"CR",1989,1989-08-24 00:00:00,1,0,"Bacillariophyta","Synedra nana",328.0,1.0,1.1,1.1,3239,0.003,0.85,"Synedra"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Arthrodesmus octocornis",32.0,1.0,1.1,1.1,248,0.000,0.07,"Arthrodesmus"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Arthrodesmus subulatus",64.0,1.0,4.5,4.5,6852,0.007,1.80,"Arthrodesmus"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Chlamydomonas",5.7,1.0,18.2,18.2,1370,0.001,0.36,"Chlamydomonas"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Dictyosphaerium pulchellum",18.0,5.5,13.6,75.0,1379,0.001,0.36,"Dictyosphaerium"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,4.5,4.5,54,0.000,0.01,"Monomastix"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Monomastix minuta",4.0,1.0,4.5,4.5,43,0.000,0.01,"Monomastix"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Oedogonium",360.0,10.0,4.5,45.4,20556,0.021,5.39,"Oedogonium"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Oocystis parva",10.0,1.7,13.6,22.7,2541,0.003,0.67,"Oocystis"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Schroederia judayi",20.0,1.0,4.5,4.5,51,0.000,0.01,"Schroederia"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",30.0,5.0,9.1,45.4,1523,0.002,0.40,"Sphaerocystis"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Staurastrum hexacerum",30.0,1.0,18.2,18.2,9836,0.010,2.58,"Staurastrum"
"CR",1989,1989-08-24 00:00:00,1,0,"Chlorophyta","Staurastrum paradoxum",50.0,1.0,27.3,27.3,137944,0.138,36.15,"Staurastrum"
"CR",1989,1989-08-24 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,599.8,599.8,8479,0.009,2.22,"Chromulina"
"CR",1989,1989-08-24 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,518.0,518.0,40684,0.041,10.66,"Dinobryon"
"CR",1989,1989-08-24 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,18.2,18.2,550,0.001,0.14,"Erkenia"
"CR",1989,1989-08-24 00:00:00,1,0,"Chrysophyta","Mallomonas",20.0,1.0,9.1,9.1,12029,0.012,3.15,"Mallomonas"
"CR",1989,1989-08-24 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",9.0,1.5,9.1,13.6,1317,0.001,0.35,"Stichogloea"
"CR",1989,1989-08-24 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",16.2,1.0,159.0,159.0,71279,0.071,18.68,"Cryptomonas"
"CR",1989,1989-08-24 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",9.0,1.0,45.4,45.4,2677,0.003,0.70,"Rhodomonas"
"CR",1989,1989-08-24 00:00:00,1,0,"Cyanophyta","Aphanocapsa delicatissima",20.0,12.0,4.5,54.5,96,0.000,0.03,"Aphanocapsa"
"CR",1989,1989-08-24 00:00:00,1,0,"Cyanophyta","Aphanocapsa elachista",25.0,25.0,13.6,340.8,602,0.001,0.16,"Aphanocapsa"
"CR",1989,1989-08-24 00:00:00,1,0,"Cyanophyta","Lyngbya contorta",36.0,25.1,4.5,114.1,403,0.000,0.11,"Lyngbya"
"CR",1989,1989-08-24 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,1145.0,1145.0,2023,0.002,0.53,"Synechocystis"
"CR",1989,1989-08-24 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",10.0,1.0,4.5,4.5,761,0.001,0.20,"Gymnodinium"
"CR",1989,1989-08-24 00:00:00,1,0,"Pyrrhophyta","Peridinium wisconsinense",44.0,1.0,1.1,1.1,18384,0.018,4.82,"Peridinium"
"CR",1990,1990-06-12 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",60.0,1.0,9.1,9.1,8724,0.009,2.60,"Asterionella"
"CR",1990,1990-06-12 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",28.0,1.0,9.1,9.1,16285,0.016,4.86,"Tabellaria"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",3.0,1.0,18.2,18.2,257,0.000,0.08,
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Arthrodesmus incus",32.0,1.0,4.4,4.4,1118,0.001,0.33,"Arthrodesmus"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Arthrodesmus subulatus",50.0,1.0,18.2,18.2,15227,0.015,4.54,"Arthrodesmus"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.0,1.0,254.5,254.5,15944,0.016,4.76,"Chlamydomonas"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Dictyosphaerium pulchellum",40.0,24.0,9.1,218.1,4111,0.004,1.23,"Dictyosphaerium"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,27.3,27.3,571,0.001,0.17,"Monomastix"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Oocystis parva",16.0,2.0,18.2,36.4,3121,0.003,0.93,"Oocystis"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Schroederia judayi",12.0,1.0,36.4,36.4,411,0.000,0.12,"Schroederia"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",10.0,8.0,9.1,72.7,1028,0.001,0.31,"Sphaerocystis"
"CR",1990,1990-06-12 00:00:00,1,0,"Chlorophyta","Staurastrum paradoxum",40.0,1.0,11.0,11.0,64551,0.065,19.26,"Staurastrum"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,999.6,999.6,14132,0.014,4.22,"Chromulina"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,1076.9,1076.9,84579,0.085,25.24,"Dinobryon"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",46.7,1.0,27.3,27.3,3807,0.004,1.14,"Dinobryon"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Kephyrion boreale",8.0,1.0,9.1,9.1,171,0.000,0.05,"Kephyrion"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Kephyrion planctonicum",8.0,1.0,18.2,18.2,343,0.000,0.10,"Kephyrion"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Mallomonas",16.0,1.0,9.1,9.1,2741,0.003,0.82,"Mallomonas"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Mallomonas akrokomas",12.0,1.0,18.2,18.2,1713,0.002,0.51,"Mallomonas"
"CR",1990,1990-06-12 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",13.4,2.4,118.1,283.5,29965,0.030,8.94,"Stichogloea"
"CR",1990,1990-06-12 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",25.3,1.0,27.3,27.3,31214,0.031,9.32,"Cryptomonas"
